grid,last_circuit_position,last_position,last_position2,last_position3,last_position4,last_position5,ls_constructor_points,ls_driver_points,position
1.0,1.0,3.0,3.0,2.0,3.0,1.0,703.0,381.0,1
17.0,11.0,11.0,11.0,13.0,13.0,14.0,78.0,51.0,3
19.0,6.0,18.0,9.0,12.0,8.0,12.0,27.0,16.0,3
11.0,5.0,7.0,6.0,8.0,8.0,5.0,136.0,78.0,3
9.0,4.0,9.0,13.0,12.0,9.0,10.0,257.0,121.0,3
10.0,7.0,17.0,11.0,14.0,15.0,9.0,67.0,18.0,3
12.0,11.0,16.0,7.0,7.0,14.0,7.0,27.0,11.0,3
6.0,3.0,4.0,5.0,3.0,6.0,5.0,428.0,278.0,3
3.0,10.0,6.0,1.0,2.0,5.0,2.0,187.0,92.0,2
2.0,2.0,1.0,3.0,1.0,1.0,1.0,703.0,322.0,2
13.0,15.0,13.0,14.0,9.0,14.0,16.0,187.0,95.0,4
10.0,13.0,6.0,17.0,11.0,14.0,15.0,67.0,18.0,4
22.0,10.0,10.0,11.0,11.0,13.0,13.0,78.0,51.0,4
18.0,4.0,11.0,13.0,14.0,9.0,14.0,187.0,95.0,4
13.0,14.0,9.0,18.0,9.0,12.0,8.0,27.0,16.0,4
1.0,2.0,1.0,3.0,3.0,2.0,3.0,703.0,381.0,1
12.0,8.0,8.0,7.0,6.0,8.0,8.0,136.0,78.0,3
2.0,1.0,2.0,1.0,3.0,1.0,1.0,703.0,322.0,2
4.0,5.0,3.0,6.0,1.0,2.0,5.0,187.0,92.0,2
3.0,9.0,2.0,2.0,6.0,7.0,11.0,67.0,49.0,3
15.0,12.0,15.0,12.0,17.0,16.0,18.0,36.0,9.0,4
5.0,7.0,8.0,8.0,10.0,4.0,7.0,136.0,58.0,3
8.0,3.0,16.0,10.0,5.0,6.0,8.0,257.0,136.0,3
9.0,6.0,7.0,9.0,13.0,12.0,9.0,257.0,121.0,3
14.0,7.0,18.0,11.0,13.0,14.0,9.0,187.0,95.0,4
17.0,14.0,12.0,9.0,18.0,9.0,12.0,27.0,16.0,4
18.0,9.0,12.0,14.0,10.0,17.0,16.0,0.0,0.0,4
10.0,15.0,5.0,16.0,7.0,7.0,14.0,27.0,11.0,3
21.0,13.0,15.0,13.0,17.0,17.0,13.0,36.0,27.0,3
6.0,11.0,3.0,3.0,6.0,1.0,2.0,187.0,92.0,3
8.0,6.0,7.0,8.0,8.0,10.0,4.0,136.0,58.0,3
5.0,3.0,4.0,4.0,5.0,3.0,6.0,428.0,278.0,3
9.0,12.0,10.0,8.0,7.0,6.0,8.0,136.0,78.0,3
4.0,9.0,4.0,2.0,2.0,6.0,7.0,67.0,49.0,2
2.0,1.0,2.0,2.0,1.0,3.0,1.0,703.0,322.0,2
1.0,2.0,1.0,1.0,3.0,3.0,2.0,703.0,381.0,1
11.0,5.0,8.0,16.0,10.0,5.0,6.0,257.0,136.0,4
22.0,14.0,11.0,15.0,12.0,17.0,16.0,36.0,9.0,4
19.0,15.0,9.0,15.0,13.0,17.0,17.0,36.0,27.0,4
13.0,15.0,20.0,11.0,13.0,12.0,11.0,10.0,5.0,4
9.0,17.0,10.0,5.0,16.0,7.0,7.0,27.0,11.0,3
10.0,8.0,9.0,7.0,9.0,13.0,12.0,257.0,121.0,3
8.0,5.0,4.0,10.0,8.0,7.0,6.0,136.0,78.0,3
7.0,7.0,7.0,7.0,8.0,8.0,10.0,136.0,58.0,3
4.0,3.0,5.0,4.0,4.0,4.0,9.0,428.0,150.0,3
3.0,6.0,8.0,3.0,3.0,6.0,1.0,187.0,92.0,3
6.0,16.0,3.0,4.0,2.0,2.0,6.0,67.0,49.0,3
5.0,4.0,5.0,4.0,4.0,5.0,3.0,428.0,278.0,2
2.0,1.0,2.0,2.0,2.0,1.0,3.0,703.0,322.0,2
1.0,2.0,1.0,1.0,1.0,3.0,3.0,703.0,381.0,1
14.0,9.0,20.0,10.0,11.0,11.0,13.0,78.0,51.0,4
11.0,7.0,7.0,7.0,7.0,8.0,8.0,173.0,72.0,4
9.0,9.0,13.0,18.0,11.0,13.0,14.0,63.0,25.0,3
2.0,3.0,3.0,5.0,4.0,4.0,5.0,398.0,212.0,1
1.0,2.0,1.0,1.0,1.0,1.0,3.0,765.0,380.0,2
3.0,8.0,11.0,8.0,16.0,10.0,5.0,138.0,85.0,2
4.0,7.0,6.0,5.0,4.0,4.0,4.0,398.0,186.0,3
7.0,5.0,9.0,9.0,7.0,9.0,13.0,138.0,53.0,3
10.0,13.0,8.0,4.0,10.0,8.0,7.0,173.0,101.0,3
8.0,9.0,16.0,6.0,17.0,11.0,14.0,63.0,46.0,3
5.0,10.0,4.0,3.0,4.0,2.0,2.0,468.0,204.0,3
14.0,16.0,15.0,11.0,15.0,12.0,17.0,2.0,0.0,4
6.0,6.0,6.0,9.0,9.0,7.0,9.0,138.0,53.0,4
7.0,15.0,11.0,7.0,7.0,7.0,8.0,173.0,72.0,4
19.0,19.0,11.0,20.0,10.0,11.0,11.0,29.0,29.0,4
8.0,11.0,7.0,8.0,4.0,10.0,8.0,173.0,101.0,3
1.0,7.0,2.0,1.0,1.0,1.0,1.0,765.0,380.0,1
2.0,2.0,1.0,3.0,5.0,4.0,4.0,398.0,212.0,2
16.0,8.0,5.0,4.0,3.0,4.0,2.0,468.0,204.0,2
5.0,4.0,5.0,8.0,3.0,3.0,6.0,468.0,256.0,3
3.0,10.0,3.0,11.0,8.0,16.0,10.0,138.0,85.0,3
11.0,9.0,8.0,16.0,6.0,17.0,11.0,63.0,46.0,3
12.0,17.0,14.0,12.0,14.0,10.0,17.0,8.0,7.0,3
4.0,5.0,4.0,6.0,5.0,4.0,4.0,398.0,186.0,3
15.0,11.0,10.0,10.0,5.0,16.0,7.0,76.0,54.0,4
11.0,7.0,9.0,13.0,18.0,11.0,13.0,63.0,25.0,4
9.0,5.0,11.0,11.0,20.0,10.0,11.0,29.0,29.0,3
3.0,5.0,2.0,1.0,3.0,5.0,4.0,398.0,212.0,1
2.0,3.0,1.0,2.0,1.0,1.0,1.0,765.0,380.0,2
1.0,9.0,6.0,3.0,11.0,8.0,16.0,138.0,85.0,2
7.0,15.0,12.0,11.0,7.0,7.0,7.0,173.0,72.0,3
4.0,4.0,4.0,5.0,8.0,3.0,3.0,468.0,256.0,3
8.0,8.0,14.0,6.0,9.0,9.0,7.0,138.0,53.0,3
18.0,16.0,9.0,7.0,8.0,4.0,10.0,173.0,101.0,3
5.0,2.0,5.0,4.0,6.0,5.0,4.0,398.0,186.0,3
18.0,14.0,15.0,15.0,11.0,15.0,12.0,2.0,0.0,4
13.0,7.0,8.0,14.0,12.0,14.0,10.0,8.0,7.0,4
12.0,15.0,12.0,9.0,13.0,18.0,11.0,63.0,25.0,4
14.0,12.0,7.0,8.0,16.0,6.0,17.0,63.0,46.0,3
8.0,12.0,9.0,12.0,11.0,7.0,7.0,173.0,72.0,3
9.0,9.0,7.0,9.0,7.0,8.0,4.0,173.0,101.0,3
7.0,10.0,3.0,5.0,4.0,3.0,4.0,468.0,204.0,3
4.0,2.0,2.0,1.0,2.0,1.0,1.0,765.0,380.0,3
2.0,3.0,4.0,5.0,4.0,6.0,5.0,398.0,186.0,2
1.0,2.0,1.0,2.0,1.0,3.0,5.0,398.0,212.0,2
3.0,4.0,3.0,6.0,3.0,11.0,8.0,138.0,85.0,1
6.0,5.0,6.0,14.0,6.0,9.0,9.0,138.0,53.0,3
9.0,8.0,9.0,6.0,14.0,6.0,9.0,138.0,53.0,4
11.0,14.0,13.0,8.0,14.0,12.0,14.0,8.0,7.0,4
7.0,6.0,14.0,10.0,10.0,5.0,16.0,76.0,54.0,4
16.0,12.0,15.0,15.0,15.0,11.0,15.0,2.0,0.0,4
19.0,10.0,12.0,12.0,9.0,13.0,18.0,63.0,25.0,3
1.0,2.0,4.0,2.0,1.0,2.0,1.0,765.0,380.0,1
2.0,3.0,2.0,1.0,2.0,1.0,3.0,398.0,212.0,2
6.0,4.0,5.0,4.0,5.0,8.0,3.0,468.0,256.0,2
8.0,7.0,6.0,7.0,9.0,7.0,8.0,173.0,101.0,3
14.0,8.0,8.0,11.0,11.0,20.0,10.0,29.0,29.0,3
13.0,15.0,8.0,9.0,12.0,11.0,7.0,173.0,72.0,3
12.0,6.0,10.0,7.0,8.0,16.0,6.0,63.0,46.0,3
9.0,4.0,9.0,12.0,12.0,9.0,13.0,63.0,25.0,4
7.0,3.0,4.0,6.0,7.0,9.0,7.0,173.0,101.0,4
14.0,10.0,13.0,9.0,6.0,14.0,6.0,138.0,53.0,3
11.0,10.0,14.0,13.0,8.0,14.0,12.0,8.0,7.0,3
1.0,6.0,3.0,4.0,5.0,4.0,6.0,398.0,186.0,2
5.0,2.0,3.0,5.0,4.0,5.0,8.0,468.0,256.0,2
3.0,12.0,1.0,3.0,6.0,3.0,11.0,138.0,85.0,3
2.0,4.0,2.0,2.0,1.0,2.0,1.0,398.0,212.0,1
6.0,8.0,7.0,10.0,7.0,8.0,16.0,63.0,46.0,3
13.0,1.0,1.0,4.0,2.0,1.0,2.0,765.0,380.0,3
8.0,13.0,10.0,8.0,11.0,11.0,20.0,29.0,29.0,3
18.0,16.0,10.0,14.0,13.0,8.0,14.0,8.0,7.0,4
12.0,11.0,12.0,14.0,10.0,10.0,5.0,76.0,54.0,4
19.0,15.0,11.0,15.0,15.0,15.0,11.0,2.0,0.0,4
1.0,1.0,7.0,1.0,4.0,2.0,1.0,765.0,380.0,1
3.0,3.0,4.0,1.0,3.0,6.0,3.0,138.0,85.0,2
6.0,7.0,3.0,3.0,5.0,4.0,5.0,468.0,256.0,2
2.0,2.0,1.0,2.0,2.0,1.0,2.0,398.0,212.0,3
14.0,14.0,8.0,10.0,8.0,11.0,11.0,29.0,29.0,3
4.0,6.0,2.0,3.0,4.0,5.0,4.0,398.0,186.0,3
10.0,8.0,6.0,8.0,9.0,12.0,11.0,173.0,72.0,3
8.0,10.0,13.0,4.0,6.0,7.0,9.0,173.0,101.0,3
3.0,4.0,7.0,2.0,3.0,4.0,5.0,398.0,186.0,4
17.0,17.0,13.0,11.0,15.0,15.0,15.0,2.0,0.0,4
16.0,13.0,10.0,8.0,10.0,8.0,11.0,29.0,29.0,4
10.0,7.0,3.0,3.0,3.0,5.0,4.0,468.0,256.0,1
2.0,6.0,2.0,4.0,1.0,3.0,6.0,138.0,85.0,2
4.0,2.0,4.0,1.0,2.0,2.0,1.0,398.0,212.0,3
12.0,14.0,12.0,10.0,14.0,13.0,8.0,8.0,7.0,3
1.0,5.0,1.0,7.0,1.0,4.0,2.0,765.0,380.0,3
14.0,12.0,14.0,9.0,12.0,12.0,9.0,63.0,25.0,4
19.0,15.0,11.0,13.0,11.0,15.0,15.0,2.0,0.0,4
11.0,19.0,8.0,6.0,8.0,9.0,12.0,173.0,72.0,4
1.0,9.0,2.0,2.0,4.0,1.0,3.0,138.0,85.0,1
2.0,4.0,4.0,4.0,1.0,2.0,2.0,398.0,212.0,2
4.0,5.0,1.0,3.0,3.0,3.0,5.0,468.0,256.0,2
17.0,20.0,9.0,13.0,9.0,6.0,14.0,138.0,53.0,3
3.0,3.0,14.0,7.0,2.0,3.0,4.0,398.0,186.0,3
6.0,7.0,13.0,10.0,8.0,10.0,8.0,29.0,29.0,3
7.0,17.0,5.0,13.0,4.0,6.0,7.0,173.0,101.0,3
8.0,1.0,5.0,1.0,7.0,1.0,4.0,765.0,380.0,3
12.0,10.0,16.0,14.0,9.0,12.0,12.0,63.0,25.0,4
18.0,11.0,15.0,11.0,13.0,11.0,15.0,2.0,0.0,4
16.0,17.0,7.0,12.0,10.0,14.0,13.0,8.0,7.0,4
10.0,12.0,6.0,13.0,10.0,8.0,10.0,29.0,29.0,4
6.0,6.0,7.0,5.0,13.0,4.0,6.0,173.0,101.0,3
1.0,1.0,4.0,5.0,1.0,7.0,1.0,765.0,380.0,1
9.0,14.0,1.0,2.0,2.0,4.0,1.0,138.0,85.0,2
2.0,5.0,5.0,14.0,7.0,2.0,3.0,398.0,186.0,2
4.0,2.0,5.0,3.0,5.0,4.0,3.0,468.0,204.0,3
14.0,11.0,9.0,9.0,13.0,9.0,6.0,138.0,53.0,3
5.0,7.0,13.0,8.0,6.0,8.0,9.0,173.0,72.0,3
3.0,9.0,2.0,4.0,4.0,1.0,2.0,398.0,212.0,3
19.0,4.0,3.0,1.0,3.0,3.0,3.0,468.0,256.0,3
12.0,10.0,6.0,13.0,8.0,6.0,8.0,173.0,72.0,4
20.0,20.0,14.0,15.0,11.0,13.0,11.0,2.0,0.0,4
18.0,19.0,14.0,15.0,8.0,16.0,11.0,1.0,1.0,4
15.0,15.0,12.0,7.0,12.0,10.0,14.0,8.0,7.0,4
16.0,16.0,15.0,16.0,14.0,9.0,12.0,63.0,25.0,4
1.0,4.0,7.0,2.0,4.0,4.0,1.0,398.0,212.0,1
2.0,6.0,3.0,5.0,14.0,7.0,2.0,398.0,186.0,2
3.0,9.0,2.0,1.0,2.0,2.0,4.0,138.0,85.0,2
4.0,1.0,1.0,4.0,5.0,1.0,7.0,765.0,380.0,3
7.0,7.0,16.0,12.0,14.0,10.0,10.0,76.0,54.0,3
9.0,8.0,6.0,7.0,10.0,7.0,8.0,63.0,46.0,3
13.0,11.0,9.0,7.0,5.0,13.0,4.0,173.0,101.0,3
5.0,5.0,4.0,5.0,3.0,5.0,4.0,468.0,204.0,3
8.0,5.0,8.0,9.0,7.0,5.0,13.0,173.0,101.0,4
17.0,10.0,16.0,14.0,15.0,11.0,13.0,2.0,0.0,4
12.0,12.0,13.0,12.0,7.0,12.0,10.0,8.0,7.0,4
19.0,14.0,11.0,15.0,16.0,14.0,9.0,63.0,25.0,4
16.0,10.0,10.0,9.0,9.0,13.0,9.0,138.0,53.0,3
11.0,13.0,13.0,6.0,13.0,10.0,8.0,29.0,29.0,3
7.0,4.0,17.0,6.0,13.0,8.0,6.0,173.0,72.0,3
3.0,8.0,3.0,2.0,1.0,2.0,2.0,138.0,85.0,3
4.0,9.0,2.0,3.0,5.0,14.0,7.0,398.0,186.0,3
6.0,2.0,5.0,3.0,1.0,3.0,3.0,468.0,256.0,2
2.0,6.0,1.0,7.0,2.0,4.0,4.0,398.0,212.0,2
1.0,3.0,4.0,1.0,4.0,5.0,1.0,765.0,380.0,1
14.0,10.0,6.0,17.0,6.0,13.0,8.0,173.0,72.0,4
15.0,15.0,7.0,6.0,7.0,10.0,7.0,63.0,46.0,4
20.0,11.0,7.0,13.0,6.0,13.0,10.0,29.0,29.0,4
11.0,16.0,16.0,16.0,14.0,15.0,11.0,2.0,0.0,4
8.0,10.0,12.0,11.0,15.0,16.0,14.0,63.0,25.0,4
19.0,14.0,6.0,16.0,12.0,14.0,10.0,76.0,54.0,4
9.0,17.0,15.0,13.0,12.0,7.0,12.0,8.0,7.0,4
10.0,8.0,17.0,8.0,9.0,7.0,5.0,173.0,101.0,3
7.0,9.0,8.0,10.0,9.0,9.0,13.0,138.0,53.0,3
13.0,7.0,5.0,4.0,5.0,3.0,5.0,468.0,204.0,3
5.0,4.0,4.0,2.0,3.0,5.0,14.0,398.0,186.0,3
16.0,5.0,3.0,5.0,3.0,1.0,3.0,468.0,256.0,3
6.0,3.0,2.0,1.0,7.0,2.0,4.0,398.0,212.0,2
4.0,6.0,5.0,3.0,2.0,1.0,2.0,138.0,85.0,2
1.0,2.0,1.0,4.0,1.0,4.0,5.0,765.0,380.0,1
19.0,16.0,15.0,14.0,15.0,8.0,16.0,1.0,1.0,4
17.0,12.0,8.0,8.0,10.0,9.0,9.0,138.0,53.0,4
15.0,13.0,15.0,7.0,13.0,6.0,13.0,29.0,29.0,3
5.0,3.0,1.0,1.0,4.0,1.0,4.0,765.0,380.0,1
3.0,2.0,4.0,3.0,5.0,3.0,1.0,468.0,256.0,2
6.0,5.0,2.0,5.0,3.0,2.0,1.0,138.0,85.0,2
10.0,14.0,14.0,7.0,6.0,7.0,10.0,63.0,46.0,3
11.0,15.0,13.0,12.0,11.0,15.0,13.0,8.0,1.0,3
12.0,8.0,9.0,17.0,8.0,9.0,7.0,173.0,101.0,3
19.0,12.0,18.0,16.0,16.0,14.0,15.0,2.0,0.0,4
18.0,15.0,12.0,15.0,14.0,15.0,8.0,1.0,1.0,4
8.0,8.0,13.0,6.0,17.0,6.0,13.0,173.0,72.0,4
12.0,10.0,6.0,13.0,12.0,11.0,15.0,8.0,1.0,4
17.0,9.0,11.0,15.0,13.0,12.0,7.0,8.0,7.0,4
10.0,7.0,17.0,6.0,16.0,12.0,14.0,76.0,54.0,4
16.0,11.0,9.0,15.0,7.0,13.0,6.0,29.0,29.0,4
11.0,13.0,11.0,8.0,8.0,10.0,9.0,138.0,53.0,3
1.0,2.0,1.0,1.0,1.0,4.0,1.0,765.0,380.0,2
4.0,1.0,2.0,4.0,3.0,5.0,3.0,468.0,256.0,2
20.0,1.0,3.0,2.0,1.0,7.0,2.0,398.0,212.0,3
3.0,2.0,10.0,5.0,4.0,5.0,3.0,468.0,204.0,1
9.0,6.0,5.0,9.0,17.0,8.0,9.0,173.0,101.0,3
5.0,5.0,3.0,2.0,5.0,3.0,2.0,138.0,85.0,3
18.0,12.0,15.0,6.0,13.0,12.0,11.0,8.0,1.0,4
17.0,22.0,17.0,12.0,15.0,14.0,15.0,1.0,1.0,4
20.0,16.0,11.0,17.0,6.0,16.0,12.0,76.0,54.0,4
13.0,11.0,13.0,9.0,15.0,7.0,13.0,29.0,29.0,3
4.0,2.0,1.0,10.0,5.0,4.0,5.0,468.0,204.0,2
3.0,6.0,3.0,2.0,4.0,3.0,5.0,468.0,256.0,2
6.0,10.0,5.0,3.0,2.0,5.0,3.0,138.0,85.0,3
10.0,5.0,5.0,4.0,2.0,3.0,5.0,398.0,186.0,3
1.0,3.0,2.0,1.0,1.0,1.0,4.0,765.0,380.0,1
7.0,7.0,6.0,5.0,9.0,17.0,8.0,173.0,101.0,3
12.0,14.0,12.0,11.0,15.0,13.0,12.0,8.0,7.0,3
8.0,9.0,9.0,11.0,8.0,8.0,10.0,138.0,53.0,3
17.0,12.0,8.0,12.0,11.0,15.0,13.0,8.0,7.0,4
13.0,14.0,18.0,18.0,16.0,16.0,14.0,2.0,0.0,4
12.0,10.0,9.0,13.0,9.0,15.0,7.0,29.0,29.0,4
11.0,11.0,12.0,12.0,11.0,15.0,16.0,63.0,25.0,3
9.0,8.0,7.0,6.0,5.0,9.0,17.0,173.0,101.0,3
7.0,6.0,4.0,14.0,7.0,6.0,7.0,63.0,46.0,3
6.0,18.0,6.0,10.0,10.0,6.0,9.0,1.0,0.0,3
3.0,16.0,4.0,5.0,3.0,2.0,5.0,138.0,85.0,3
16.0,4.0,2.0,1.0,10.0,5.0,4.0,468.0,204.0,3
5.0,13.0,5.0,5.0,4.0,2.0,3.0,398.0,186.0,2
2.0,4.0,4.0,3.0,2.0,1.0,7.0,398.0,212.0,2
1.0,1.0,1.0,2.0,1.0,1.0,1.0,765.0,380.0,1
10.0,7.0,10.0,9.0,11.0,8.0,8.0,138.0,53.0,3
15.0,20.0,14.0,9.0,13.0,9.0,15.0,29.0,29.0,4
10.0,9.0,9.0,10.0,9.0,11.0,8.0,138.0,53.0,4
3.0,1.0,1.0,1.0,2.0,1.0,1.0,765.0,380.0,3
2.0,4.0,4.0,2.0,1.0,10.0,5.0,468.0,204.0,1
4.0,8.0,5.0,4.0,5.0,3.0,2.0,138.0,85.0,2
5.0,6.0,3.0,5.0,5.0,4.0,2.0,398.0,186.0,2
1.0,5.0,2.0,4.0,3.0,2.0,1.0,398.0,212.0,3
18.0,13.0,11.0,11.0,17.0,6.0,16.0,76.0,54.0,3
9.0,10.0,8.0,7.0,6.0,5.0,9.0,173.0,101.0,3
14.0,17.0,16.0,8.0,12.0,11.0,15.0,8.0,7.0,3
6.0,21.0,6.0,6.0,10.0,10.0,6.0,1.0,0.0,3
11.0,8.0,15.0,14.0,9.0,13.0,9.0,29.0,29.0,4
15.0,15.0,15.0,17.0,12.0,15.0,14.0,1.0,1.0,4
8.0,6.0,7.0,4.0,14.0,7.0,6.0,63.0,46.0,4
17.0,16.0,15.0,18.0,18.0,16.0,16.0,2.0,0.0,4
5.0,4.0,7.0,8.0,7.0,6.0,5.0,173.0,101.0,3
7.0,7.0,16.0,13.0,6.0,17.0,6.0,173.0,72.0,3
1.0,11.0,2.0,5.0,4.0,5.0,3.0,138.0,85.0,2
3.0,4.0,3.0,3.0,5.0,5.0,4.0,398.0,186.0,2
20.0,1.0,9.0,1.0,1.0,2.0,1.0,765.0,380.0,3
2.0,5.0,4.0,2.0,4.0,3.0,2.0,398.0,212.0,1
14.0,8.0,3.0,3.0,2.0,4.0,3.0,468.0,256.0,3
9.0,3.0,11.0,9.0,10.0,9.0,11.0,138.0,53.0,3
6.0,10.0,10.0,11.0,11.0,17.0,6.0,76.0,54.0,3
4.0,3.0,1.0,4.0,2.0,1.0,10.0,468.0,204.0,3
19.0,15.0,13.0,15.0,18.0,18.0,16.0,2.0,0.0,4
18.0,14.0,14.0,15.0,17.0,12.0,15.0,1.0,1.0,4
16.0,11.0,15.0,15.0,14.0,9.0,13.0,29.0,29.0,4
14.0,11.0,8.0,16.0,8.0,12.0,11.0,8.0,7.0,4
11.0,10.0,8.0,10.0,11.0,11.0,17.0,76.0,54.0,3
1.0,13.0,2.0,2.0,5.0,4.0,5.0,138.0,85.0,1
2.0,1.0,4.0,9.0,1.0,1.0,2.0,765.0,380.0,2
3.0,3.0,1.0,4.0,2.0,4.0,3.0,398.0,212.0,2
5.0,6.0,3.0,3.0,3.0,5.0,5.0,398.0,186.0,3
10.0,9.0,7.0,11.0,9.0,10.0,9.0,138.0,53.0,3
7.0,7.0,10.0,16.0,13.0,6.0,17.0,173.0,72.0,3
8.0,8.0,9.0,7.0,8.0,7.0,6.0,173.0,101.0,3
9.0,13.0,5.0,6.0,6.0,10.0,10.0,1.0,0.0,3
6.0,4.0,5.0,1.0,4.0,2.0,1.0,468.0,204.0,3
14.0,10.0,8.0,5.0,6.0,6.0,10.0,187.0,87.0,4
12.0,7.0,7.0,9.0,7.0,8.0,7.0,187.0,100.0,4
3.0,1.0,3.0,1.0,4.0,2.0,4.0,522.0,317.0,1
1.0,2.0,2.0,4.0,9.0,1.0,1.0,668.0,363.0,2
2.0,4.0,4.0,3.0,3.0,3.0,5.0,522.0,205.0,2
8.0,4.0,6.0,3.0,3.0,2.0,4.0,368.0,200.0,3
9.0,8.0,11.0,7.0,4.0,14.0,7.0,57.0,54.0,3
4.0,5.0,5.0,5.0,1.0,4.0,2.0,368.0,168.0,3
7.0,11.0,6.0,10.0,16.0,13.0,6.0,57.0,43.0,3
15.0,3.0,1.0,2.0,2.0,5.0,4.0,668.0,305.0,3
10.0,4.0,9.0,8.0,10.0,11.0,11.0,30.0,17.0,3
12.0,7.0,11.0,7.0,9.0,7.0,8.0,187.0,100.0,4
16.0,8.0,11.0,15.0,15.0,14.0,9.0,47.0,28.0,4
17.0,12.0,17.0,13.0,15.0,18.0,18.0,5.0,0.0,3
8.0,10.0,12.0,8.0,5.0,6.0,6.0,187.0,87.0,3
3.0,3.0,8.0,1.0,2.0,2.0,5.0,668.0,305.0,2
9.0,2.0,2.0,2.0,4.0,9.0,1.0,668.0,363.0,2
1.0,1.0,1.0,3.0,1.0,4.0,2.0,522.0,317.0,1
7.0,9.0,7.0,6.0,10.0,16.0,13.0,57.0,43.0,3
6.0,11.0,13.0,8.0,16.0,8.0,12.0,47.0,19.0,3
13.0,14.0,5.0,9.0,8.0,10.0,11.0,30.0,17.0,3
10.0,11.0,13.0,11.0,15.0,15.0,14.0,47.0,28.0,4
20.0,15.0,9.0,17.0,13.0,15.0,18.0,5.0,0.0,4
8.0,9.0,16.0,11.0,7.0,9.0,7.0,187.0,100.0,4
12.0,10.0,10.0,12.0,8.0,5.0,6.0,187.0,87.0,4
9.0,7.0,10.0,11.0,7.0,4.0,14.0,57.0,54.0,3
1.0,2.0,1.0,1.0,3.0,1.0,4.0,522.0,317.0,3
13.0,12.0,7.0,5.0,9.0,8.0,10.0,30.0,17.0,3
7.0,12.0,6.0,7.0,6.0,10.0,16.0,57.0,43.0,3
5.0,3.0,6.0,5.0,5.0,1.0,4.0,368.0,168.0,3
4.0,1.0,3.0,2.0,2.0,4.0,9.0,668.0,363.0,3
2.0,5.0,3.0,4.0,3.0,3.0,3.0,522.0,205.0,2
3.0,6.0,2.0,8.0,1.0,2.0,2.0,668.0,305.0,2
6.0,4.0,4.0,6.0,3.0,3.0,2.0,368.0,200.0,1
11.0,8.0,5.0,13.0,8.0,16.0,8.0,47.0,19.0,3
18.0,11.0,16.0,9.0,17.0,13.0,15.0,5.0,0.0,4
15.0,7.0,10.0,5.0,13.0,8.0,16.0,47.0,19.0,4
8.0,3.0,12.0,16.0,11.0,7.0,9.0,187.0,100.0,2
1.0,4.0,8.0,1.0,1.0,3.0,1.0,522.0,317.0,3
9.0,8.0,9.0,10.0,11.0,7.0,4.0,57.0,54.0,3
6.0,14.0,3.0,3.0,4.0,3.0,3.0,522.0,205.0,2
2.0,5.0,4.0,3.0,2.0,2.0,4.0,668.0,363.0,1
12.0,9.0,7.0,7.0,5.0,9.0,8.0,30.0,17.0,3
17.0,11.0,11.0,16.0,9.0,17.0,13.0,5.0,0.0,4
8.0,12.0,7.0,7.0,7.0,5.0,9.0,30.0,17.0,3
9.0,7.0,5.0,9.0,10.0,11.0,7.0,57.0,54.0,3
7.0,14.0,13.0,10.0,5.0,13.0,8.0,47.0,19.0,3
6.0,3.0,1.0,4.0,6.0,3.0,3.0,368.0,200.0,3
3.0,2.0,4.0,8.0,1.0,1.0,3.0,522.0,317.0,3
5.0,1.0,5.0,6.0,5.0,5.0,1.0,368.0,168.0,2
2.0,5.0,2.0,2.0,8.0,1.0,2.0,668.0,305.0,2
1.0,1.0,1.0,4.0,3.0,2.0,2.0,668.0,363.0,1
15.0,4.0,3.0,12.0,16.0,11.0,7.0,187.0,100.0,3
9.0,13.0,9.0,3.0,12.0,16.0,11.0,187.0,100.0,4
16.0,13.0,13.0,11.0,16.0,9.0,17.0,5.0,0.0,4
18.0,8.0,17.0,13.0,11.0,15.0,15.0,47.0,28.0,4
19.0,10.0,6.0,13.0,10.0,5.0,13.0,47.0,19.0,4
11.0,6.0,6.0,6.0,7.0,6.0,10.0,57.0,43.0,3
20.0,5.0,3.0,5.0,6.0,5.0,5.0,368.0,168.0,3
1.0,3.0,5.0,1.0,4.0,6.0,3.0,368.0,200.0,1
2.0,1.0,4.0,4.0,8.0,1.0,1.0,522.0,317.0,2
3.0,7.0,1.0,1.0,4.0,3.0,2.0,668.0,363.0,2
8.0,6.0,7.0,5.0,9.0,10.0,11.0,57.0,54.0,3
5.0,4.0,2.0,2.0,2.0,8.0,1.0,668.0,305.0,3
4.0,2.0,2.0,3.0,3.0,4.0,3.0,522.0,205.0,3
6.0,12.0,11.0,10.0,12.0,8.0,5.0,187.0,87.0,3
10.0,5.0,12.0,9.0,3.0,12.0,16.0,187.0,100.0,4
19.0,13.0,11.0,13.0,11.0,16.0,9.0,5.0,0.0,4
20.0,10.0,15.0,17.0,13.0,11.0,15.0,47.0,28.0,4
11.0,12.0,13.0,6.0,13.0,10.0,5.0,47.0,19.0,4
8.0,6.0,6.0,11.0,10.0,12.0,8.0,187.0,87.0,3
1.0,4.0,2.0,4.0,4.0,8.0,1.0,522.0,317.0,1
3.0,4.0,9.0,3.0,5.0,6.0,5.0,368.0,168.0,2
6.0,3.0,1.0,5.0,1.0,4.0,6.0,368.0,200.0,3
4.0,1.0,3.0,1.0,1.0,4.0,3.0,668.0,363.0,3
2.0,2.0,5.0,2.0,2.0,2.0,8.0,668.0,305.0,2
7.0,8.0,8.0,6.0,6.0,7.0,6.0,57.0,43.0,3
